talk_id	alignment_id	alignment_type	cost	selection_reasons	source_segment_ids	source_text	target_segment_ids	target_text	verdict	preferred_source_ids	preferred_target_ids	note
ted-jeff-dean-ai-smart	a-000003	1:1	0.12275	"[""1:1"",""beginning""]"	"[""en-000003""]"	I joined Google more than 20 years ago, when we were all wedged into a tiny office space, above what's now a T-Mobile store in downtown Palo Alto.	"[""vi-000003""]"	Tôi gia nhập Google hơn 20 năm trước, khi mà chúng tôi còn chen chúc trong một văn phòng chật hẹp, tầng trên cửa hàng T-Mobile bây giờ trên phố Palo Alto.	correct	[]	[]	
ted-jeff-dean-ai-smart	a-000004	1:1	0.030781	"[""1:1"",""beginning""]"	"[""en-000004""]"	I've seen a lot of computing transformations in that time, and in the last decade, we've seen AI be able to do tremendous things.	"[""vi-000004""]"	Tôi đã thấy rất nhiều sự chuyển đổi điện toán thời kỳ đó, và trong thập kỷ vừa qua, tôi đã thấy AI có thể làm những điều to lớn.	correct	[]	[]	
ted-jeff-dean-ai-smart	a-000010	2:1	0.699397	"[""2:1""]"	"[""en-000010"",""en-000011""]"	If you think about computer vision alone, just in the last 10 years, computers have effectively developed the ability to see; 10 years ago, they couldn't see, now they can see. You can imagine this has had a transformative effect on what we can do with computers.	"[""vi-000010""]"	Chỉ cần nghĩ về thị giác máy tính, thì chỉ trong 10 năm qua, máy tính đã phát triển khả năng thị giác rất hiệu quả; 10 năm trước chúng không thể nhìn giờ chúng đã có thể Bạn có thể nghĩ điều này đã có một hiệu ứng biến đổi đối với những gì ta có thể làm với máy tính.	correct	[]	[]	
ted-jeff-dean-ai-smart	a-000016	1:1	0.334608	"[""1:1""]"	"[""en-000017""]"	But they're not a new idea.	"[""vi-000016""]"	Nhưng không phải một ý tưởng mới.	correct	[]	[]	
ted-jeff-dean-ai-smart	a-000036	1:1	0.104382	"[""1:1"",""annotation""]"	"[""en-000037""]"	(Laughter) I felt maybe we just needed more compute power.	"[""vi-000036""]"	(Tiếng cười) Tôi nghĩ ta chỉ cần nhiều năng lực điện toán hơn.	correct	[]	[]	
ted-jeff-dean-ai-smart	a-000049	1:1	0.064383	"[""1:1"",""annotation""]"	"[""en-000050""]"	(Laughter) But what made that so remarkable is that the system was never told what a cat was.	"[""vi-000049""]"	(Tiếng cười) Nhưng điều đáng chú ý là hệ thống đó chưa bao giờ được dạy con mèo là gì.	correct	[]	[]	
ted-jeff-dean-ai-smart	a-000061	1:1	0.340429	"[""1:1""]"	"[""en-000062""]"	"""TPU"" stands for Tensor Processing Unit."	"[""vi-000061""]"	TPU nghĩa là Bộ Xử Lý Ten-xơ.	correct	[]	[]	
ted-jeff-dean-ai-smart	a-000065	2:1	0.909819	"[""2:1"",""highest_cost""]"	"[""en-000066"",""en-000067""]"	The first is that most neural networks today are trained to do one thing, and one thing only. You train it for a particular task that you might care deeply about, but it's a pretty heavyweight activity.	"[""vi-000065""]"	Đầu tiên là hầu hết mạng nơ-ron ngày nay được dạy để làm một tác vụ duy nhất Bạn dạy nó 1 tác vụ bạn rất quan tâm, nhưng đó lại là công việc khá nặng nhọc.	correct	[]	[]	
ted-jeff-dean-ai-smart	a-000075	1:1	0.043901	"[""1:1"",""middle""]"	"[""en-000077""]"	If you train a neural network from scratch, it's effectively like forgetting your entire education every time you try to do something new.	"[""vi-000075""]"	Nếu bạn huấn luyện một mạng nơ-ron từ đầu, nó giống như việc quên đi tất cả những điều bạn được dạy mỗi khi bạn cố học một thứ gì mới.	correct	[]	[]	
ted-jeff-dean-ai-smart	a-000076	1:1	0.086785	"[""1:1"",""middle"",""short_source""]"	"[""en-000078""]"	That’s crazy, right?	"[""vi-000076""]"	Điên dồ, phải không?	correct	[]	[]	
ted-jeff-dean-ai-smart	a-000077	1:1	0.08471	"[""1:1"",""middle""]"	"[""en-000079""]"	So instead, I think we can and should be training multitask models that can do thousands or millions of different tasks.	"[""vi-000077""]"	Thay vào đó, tôi nghĩ chúng ta có thể và nên rèn luyện các mô hình có thể làm hàng ngàn, triệu tác vụ khác nhau.	correct	[]	[]	
ted-jeff-dean-ai-smart	a-000078	1:1	0.117295	"[""1:1"",""middle""]"	"[""en-000080""]"	Each part of that model would specialize in different kinds of things.	"[""vi-000078""]"	Mỗi phần của mô hình đó sẽ chuyên môn hóa những thứ khác nhau.	correct	[]	[]	
ted-jeff-dean-ai-smart	a-000079	1:1	0.155332	"[""1:1"",""middle""]"	"[""en-000081""]"	And then, if we have a model that can do a thousand things, and the thousand and first thing comes along, we can leverage the expertise we already have in the related kinds of things so that we can more quickly be able to do this new task, just like you, if you're confronted with some new problem, you quickly identify the 17 things you already know that are going to be helpful in solving that problem.	"[""vi-000079""]"	Và nếu chúng ta có một mô hình có thể làm hàng ngàn tác vụ, và đến tác vụ thứ 1001, ta có thể tận dụng chuyên môn chúng ta đã có với những kiến thức liên quan để chúng ta có thể nhanh chóng làm được tác vụ mới này, giống như bạn, nếu bạn đối diện với vấn đề mới, bạn nhanh chóng xác định 17 điều bạn đã biết mà sẽ giúp giải quyết vấn đề đó.	correct	[]	[]	
ted-jeff-dean-ai-smart	a-000090	2:1	0.730917	"[""2:1"",""annotation"",""highest_cost""]"	"[""en-000092"",""en-000093""]"	(Laughter) AI models can work the same way. Instead of a dense model, we can have one that is sparsely activated.	"[""vi-000090""]"	(Tiếng cười) Mô hình AI có thể hoạt động tương tự Thay cho mô hình dày đặc, ta có thể tạo mô hình kích hoạt từng phần.	correct	[]	[]	
ted-jeff-dean-ai-smart	a-000099	2:1	0.676375	"[""2:1""]"	"[""en-000102"",""en-000103""]"	And we're pretty excited about this, we think this is going to be a step forward in how we build AI systems. But I also wanted to touch on responsible AI.	"[""vi-000099""]"	Và chúng tôi rất hào hứng với nó, chúng tôi nghĩ đây sẽ là một bước tiến trong cách xây hệ thống AI Nhưng tôi cũng muốn đề cập đến AI có trách nhiệm.	correct	[]	[]	
ted-jeff-dean-ai-smart	a-000109	1:1	0.563518	"[""1:1""]"	"[""en-000113""]"	We continue to update these as we learn more.	"[""vi-000109""]"	Chúng tôi tiếp tục cập nhật bộ quy tắc đó khi chúng tôi hiểu nhiều điều hơn.	correct	[]	[]	
ted-jeff-dean-ai-smart	a-000119	1:1	0.1063	"[""1:1"",""annotation""]"	"[""en-000123""]"	(Applause) Chris Anderson: Thank you so much.	"[""vi-000119""]"	(Tiếng vỗ tay) Chris Anderson: Cảm ơn rất nhiều.	correct	[]	[]	
ted-jeff-dean-ai-smart	a-000121	1:1	0.424288	"[""1:1"",""short_source""]"	"[""en-000125""]"	This is what I heard.	"[""vi-000121""]"	Đây là những gì tôi nghe được.	correct	[]	[]	
ted-jeff-dean-ai-smart	a-000133	2:1	0.698437	"[""2:1""]"	"[""en-000137"",""en-000138""]"	JD: I think it depends on how you apply these systems. It's very clear that AI can be a powerful system for good, or if you apply it in ways that are not so great, it can be a negative consequence.	"[""vi-000133""]"	JD: Tôi nghĩ nó phụ thuộc vào cách bạn áp dụng hệ thống Rất rõ ràng là AI có thể là một hệ thống mạnh mẽ cho mục đích tốt., hay nếu bạn áp dụng nó theo cách không tốt, thì có thể gây ra hậu quả xấu.	correct	[]	[]	
ted-jeff-dean-ai-smart	a-000150	1:2	0.770077	"[""1:2"",""end"",""highest_cost""]"	"[""en-000155""]"	CA: It feels like we're at a time when people are concerned about the power of the big tech companies, and it's almost, if there was ever a moment to really show the world that this is being done to make a better future, that is actually key to Google's future, as well as all of ours.	"[""vi-000150"",""vi-000151""]"	CA: Tôi cảm thấy chúng ta đang ở thời đại mà con người lo lắng về sức mạnh của các công ty công nghệ lớn, và gần như luôn có một khoảnh khắc để cho thế giới thấy rằng điều này được thực hiện để khiến tương lai tốt đẹp hơn. điều đó chính là chìa khóa của tương lai của Google, cũng như là của chúng ta.	correct	[]	[]	
ted-jeff-dean-ai-smart	a-000151	2:1	0.768514	"[""2:1"",""end"",""highest_cost""]"	"[""en-000156"",""en-000157""]"	JD: Indeed. CA: It's very good to hear you come and say that, Jeff.	"[""vi-000152""]"	JD: Đúng vậy CA: Thật tuyệt khi anh đã đến đây và diễn thuyết, Jeff.	correct	[]	[]	
ted-jeff-dean-ai-smart	a-000152	1:1	0.015671	"[""1:1"",""end""]"	"[""en-000158""]"	Thank you so much for coming here to TED.	"[""vi-000153""]"	Cảm ơn anh rất nhiều đã đến tham dự TED.	correct	[]	[]	
ted-jeff-dean-ai-smart	a-000153	2:1	1.287263	"[""2:1"",""end"",""highest_cost"",""short_source""]"	"[""en-000159"",""en-000160""]"	JD: Thank you. (Applause)	"[""vi-000154""]"	JD: Xin cảm ơn (Tiếng vỗ tay)	correct	[]	[]	
ted-yejin-choi-ai-smart-stupid	a-000001	1:1	0.043555	"[""1:1"",""beginning""]"	"[""en-000001""]"	So I'm excited to share a few spicy thoughts on artificial intelligence.	"[""vi-000001""]"	Tôi đang rất phấn khích để chia sẻ một vài suy nghĩ thú vị về trí tuệ nhân tạo.	correct	[]	[]	
ted-yejin-choi-ai-smart-stupid	a-000002	1:1	0.087786	"[""1:1"",""beginning""]"	"[""en-000002""]"	"But first, let's get philosophical by starting with this quote by Voltaire, an 18th century Enlightenment philosopher, who said, ""Common sense is not so common."""	"[""vi-000002""]"	Nhưng trước tiên, cùng học triết với tôi nhe bắt đầu với câu nói của Voltaire, một triết gia Khai sáng của thế kỷ 18, ông nói, “Hiểu biết thông thường không hẳn là thứ thông dụng.”	correct	[]	[]	
ted-yejin-choi-ai-smart-stupid	a-000003	1:1	0.058185	"[""1:1"",""beginning""]"	"[""en-000003""]"	Turns out this quote couldn't be more relevant to artificial intelligence today.	"[""vi-000003""]"	Để rồi giờ trích dẫn này bỗng hợp lí đến kinh ngạc khi ta nói về trí tuệ nhân tạo ngày nay.	correct	[]	[]	
ted-yejin-choi-ai-smart-stupid	a-000004	1:1	0.1105	"[""1:1"",""beginning""]"	"[""en-000004""]"	"Despite that, AI is an undeniably powerful tool, beating the world-class ""Go"" champion, acing college admission tests and even passing the bar exam."	"[""vi-000004""]"	Dù vậy, không thể phủ nhận AI quả là một thứ công cụ tối tân, đã đánh bại nhà vô địch thế giới “Go” , tham gia kỳ thi tuyển sinh đại học và thậm chí vượt qua cả kì thi luật “Bar”.	correct	[]	[]	
ted-yejin-choi-ai-smart-stupid	a-000016	2:1	0.801825	"[""2:1"",""highest_cost""]"	"[""en-000016"",""en-000017""]"	So we already see the concentration of power. But what's worse for AI safety, we are now at the mercy of those few tech companies because researchers in the larger community do not have the means to truly inspect and dissect these models.	"[""vi-000016""]"	Nên là ta thấy đó, quả là một sự tập trung quyền lực không hề nhẹ Nhưng điều tệ hơn về tính an toàn của AI là, chúng ta bây giờ đang phụ thuộc vào số ít các công ty công nghệ do các nhà nghiên cứu tại các cộng đồng lớn hơn không đủ nguồn lực để quan sát và tháo lắp những mô hình này.	correct	[]	[]	
ted-yejin-choi-ai-smart-stupid	a-000025	2:1	0.685213	"[""2:1""]"	"[""en-000026"",""en-000027""]"	"And we need to make AI safer by teaching human norms and values. Perhaps we can draw an analogy from ""David and Goliath,"" here, Goliath being the extreme-scale language models, and seek inspiration from an old-time classic, ""The Art of War,"" which tells us, in my interpretation, know your enemy, choose your battles, and innovate your weapons."	"[""vi-000025""]"	Ta cần làm AI an toàn hơn, bằng cách dạy chúng các chuẩn mực và giá trị con người Có lẽ ta nên lấy câu chuyện “David và gã khổng lồ Goliath” làm ví dụ, ở đó, Goliath chính là những mô hình ngôn ngữ khổng lồ, và lấy cảm hứng từ cuốn sách kinh điển “Binh pháp Tôn Tử”, trong đó có nói, theo tôi nhớ thôi nhé, Biết mặt kẻ thù, chọn lựa trận chiến, và cải tiến vũ khí.	correct	[]	[]	
ted-yejin-choi-ai-smart-stupid	a-000026	2:1	0.74431	"[""2:1""]"	"[""en-000028"",""en-000029""]"	Let's start with the first, know your enemy, which means we need to evaluate AI with scrutiny. AI is passing the bar exam.	"[""vi-000026""]"	Bắt đầu với câu đầu tiên, biết mặt kẻ thù điều đó có nghĩa là là ta cần phải đánh giá AI một cách kĩ càng AI vừa đỗ kì thi Bar rồi đấy.	correct	[]	[]	
ted-yejin-choi-ai-smart-stupid	a-000027	2:1	0.694235	"[""2:1""]"	"[""en-000030"",""en-000031""]"	Does that mean that AI is robust at common sense? You might assume so, but you never know.	"[""vi-000027""]"	Vậy điều đó có nghĩa là AI có trực giác đúng không? cứ cho là vậy đi, nhưng đố ai mà biết được.	correct	[]	[]	
ted-yejin-choi-ai-smart-stupid	a-000030	2:1	0.849199	"[""2:1"",""highest_cost""]"	"[""en-000034"",""en-000035""]"	GPT-4, the newest, greatest AI system says 30 hours. Not good.	"[""vi-000030""]"	GPT-4, hệ thống AI tân tiến nhất cho kết quả là 30 giờ thấy chưa đủ tốt hả.	correct	[]	[]	
ted-yejin-choi-ai-smart-stupid	a-000033	2:1	0.670325	"[""2:1""]"	"[""en-000038"",""en-000039""]"	How do I do it? Just use the six liter jug, right?	"[""vi-000033""]"	Chỉ cần sử dụng bình sáu lít thôi, đúng không?	incorrect	"[""en-000039""]"	"[""vi-000033""]"	Source en-000038 ('How do I do it?') is not represented in vi-000033; vi-000033 corresponds to en-000039 ('Just use the six liter jug, right?').
ted-yejin-choi-ai-smart-stupid	a-000035	2:1	0.777442	"[""2:1"",""annotation"",""highest_cost""]"	"[""en-000041"",""en-000042""]"	(Laughter) Step one, fill the six-liter jug, step two, pour the water from six to 12-liter jug, step three, fill the six-liter jug again, step four, very carefully, pour the water from six to 12-liter jug. And finally you have six liters of water in the six-liter jug that should be empty by now.	"[""vi-000035""]"	(Tiếng cười) Bước một, đổ đầy bình sáu lít, bước hai, đổ nước từ bình sáu vào bình 12 lít bước ba, đổ đầy lại bình sáu lít, bước bốn, cẩn thận đổ nước từ bình 6 vào lại bình 12 lít Và cuối cùng bạn có sáu lít nước trong bình sáu lít mà đáng ra giờ nó đã chả còn 1 giọt.	correct	[]	[]	
ted-yejin-choi-ai-smart-stupid	a-000040	2:1	0.694279	"[""2:1""]"	"[""en-000047"",""en-000048""]"	AI today is unbelievably intelligent and then shockingly stupid. (Laughter) It is an unavoidable side effect of teaching AI through brute-force scale.	"[""vi-000040""]"	AI ngày nay thông minh đến kinh ngạc, nhưng cũng ngớ ngẩn đến bất ngờ (Tiếng cười) Đó là tác dụng phụ không thể tránh khỏi của việc dạy dỗ AI bằng vũ lực.	correct	[]	[]	
ted-yejin-choi-ai-smart-stupid	a-000047	3:1	1.591813	"[""3:1"",""highest_cost""]"	"[""en-000055"",""en-000056"",""en-000057""]"	So this observation leads us to the next wisdom, choose your battles. So what fundamental questions should we ask right now and tackle today in order to overcome this status quo with extreme-scale AI? I'll say common sense is among the top priorities.	"[""vi-000047""]"	Quan sát này cũng dẫn ta đến yếu tố tiếp theo, chọn lựa trận chiến Vậy những câu hỏi cơ bản mà ta cần hỏi bây giờ và giải quyết ngay hôm nay nhằm giải quyết hiện trạng của AI quy mô lớn này là gì?	incorrect	"[""en-000055"",""en-000056""]"	"[""vi-000047""]"	vi-000047 covers the first two source segments but omits en-000057 ('common sense is among the top priorities').
ted-yejin-choi-ai-smart-stupid	a-000049	3:1	1.345803	"[""3:1"",""highest_cost""]"	"[""en-000059"",""en-000060"",""en-000061""]"	To explain why, let me draw an analogy to dark matter. So only five percent of the universe is normal matter that you can see and interact with, and the remaining 95 percent is dark matter and dark energy. Dark matter is completely invisible, but scientists speculate that it's there because it influences the visible world, even including the trajectory of light.	"[""vi-000049""]"	Trực giác là một thách thức sừng sững về AI Để giải thích, tôi sẽ thử lấy vật chất tối làm ví dụ Chỉ có 5% của vũ trụ là vật chất thông thường mà bạn có thể thấy và tương tác, còn 95% còn lại là vật chất tối và năng lượng tối Vật chất tối hoàn toàn vô hình, nhưng các nhà khoa học cho rằng nó tồn tại để tạo ảnh hưởng đến thế giới hữu hình, bao gồm cả quỹ đạo ánh sáng.	incorrect	"[""en-000058"",""en-000059"",""en-000060"",""en-000061""]"	"[""vi-000049""]"	Neighboring evidence establishes a 4:1 boundary: vi-000048 translates en-000057 (common sense is a top priority), while vi-000049 begins with en-000058 (common sense has been a long-standing AI challenge) and continues through en-000059..en-000061 (the dark-matter analogy).
ted-yejin-choi-ai-smart-stupid	a-000057	1:1	0.139614	"[""1:1"",""middle""]"	"[""en-000069""]"	However, the AI field for decades has considered common sense as a nearly impossible challenge.	"[""vi-000057""]"	Dẫu vậy, mảng AI trong suốt thập kỉ qua đã coi trực giác như một điều gần như không thể.	correct	[]	[]	
ted-yejin-choi-ai-smart-stupid	a-000058	1:1	0.006187	"[""1:1"",""middle""]"	"[""en-000070""]"	So much so that when my students and colleagues and I started working on it several years ago, we were very much discouraged.	"[""vi-000058""]"	Tuyệt vọng đến mức khi các sinh viên, đồng nghiệp và cả tôi bắt đầu làm về vấn đề này cách đây vài năm, chúng tôi đã từng rất nản.	correct	[]	[]	
ted-yejin-choi-ai-smart-stupid	a-000059	2:1	0.744013	"[""2:1"",""middle""]"	"[""en-000071"",""en-000072""]"	We’ve been told that it’s a research topic of ’70s and ’80s; shouldn’t work on it because it will never work; in fact, don't even say the word to be taken seriously. Now fast forward to this year, I’m hearing: “Don’t work on it because ChatGPT has almost solved it.”	"[""vi-000059""]"	Chúng tôi biết là chủ đề này đã từng được nghiên cứu vào những năm 70 80; không nên nghiên cứu vì nó không thể thành công đâu; trên thực tế, nghiên cứu này còn chả được đầu tư nghiêm túc Rồi, đi nhanh tới năm nay, Tôi nghe là: “Đừng làm việc nữa vì ChatGPT gần như làm được hết rồi.”	correct	[]	[]	
ted-yejin-choi-ai-smart-stupid	a-000060	1:1	0.082639	"[""1:1"",""middle""]"	"[""en-000073""]"	And: “Just scale things up and magic will arise, and nothing else matters.”	"[""vi-000060""]"	Rồi nào là “Chỉ cần mở rộng thôi và phép màu sẽ xuất hiện, không còn vấn đề gì nữa.”	correct	[]	[]	
ted-yejin-choi-ai-smart-stupid	a-000061	1:1	0.021636	"[""1:1"",""middle""]"	"[""en-000074""]"	So my position is that giving true common sense human-like robots common sense to AI, is still moonshot.	"[""vi-000061""]"	Vai trò của tôi đó là đưa ra những nhận định đúng robot giống con người với AI là trực giác, vẫn còn khó lắm.	correct	[]	[]	
ted-yejin-choi-ai-smart-stupid	a-000086	1:2	0.703753	"[""1:2""]"	"[""en-000099""]"	And in doing so, we also generate, algorithmically, human-inspectable, symbolic, commonsense knowledge representation, so that people can inspect and make corrections and even use it to train other neural commonsense models.	"[""vi-000086"",""vi-000087""]"	Làm như vậy, ta cũng sẽ tạo ra thuật toán, người khác có thể xem. đặc trưng, khả năng diễn đạt kiến thức thông thường, để mọi người có thể kiểm tra và sửa chữa và thậm chí sử dụng nó để đào tạo các mô hình thần kinh tri giác khác.	correct	[]	[]	
ted-yejin-choi-ai-smart-stupid	a-000088	2:1	0.680761	"[""2:1""]"	"[""en-000101"",""en-000102""]"	Each individual piece may seem quirky and incomplete, but when you step back, it's almost as if these pieces weave together into a tapestry that we call human experience and common sense. We're now entering a new era in which AI is almost like a new intellectual species with unique strengths and weaknesses compared to humans.	"[""vi-000089""]"	Từng mảnh riêng lẻ có vẻ hơi kì và không hoàn thiện, nhưng khi bạn lùi lại, thì như thể những mảnh ghép này đan lại với nhau thành một tấm thảm mà ta hay gọi là trải nghiệm và trực giác con người Chúng ta hiện đang bước vào 1 kỷ nguyên mới tại đó AI như một chủng loài với trí tuệ riêng với những điểm mạnh và điểm yếu độc đáo so với con người.	correct	[]	[]	
ted-yejin-choi-ai-smart-stupid	a-000114	1:1	0.119446	"[""1:1"",""end""]"	"[""en-000130""]"	It's likely that there's right amount of scale, but beyond that, the winning recipe might be something else.	"[""vi-000115""]"	Có thể việc mở rộng quy mô cũng hợp lí nếu vừa đủ, nhưng bên cạnh đó, nguyên liệu của thành công có thể là một thứ gì đó khác.	correct	[]	[]	
ted-yejin-choi-ai-smart-stupid	a-000115	1:1	0.393259	"[""1:1"",""end""]"	"[""en-000131""]"	So some synthesis of ideas will be critical here.	"[""vi-000116""]"	Vậy nên việc tổng hợp các ý tưởng lại biết đâu có thể tạo sự đột phá thì sao.	correct	[]	[]	
